Timestamp,university_type,location,academic_year,faculty,major,learning_hours,نوع التطوير اللي بتركز عليه أكتر,interview_readiness,mentor_contact,apps_count,acceptances_count,feedback_frequency,requirements_clarity,market_understanding,perceived_barriers,paid_for_training,events_attended,can_identify_gaps,frustration_sources,wants_skill_report,biggest_challenge,python_lvl,sql_lvl,excel_lvl,stats_lvl,viz_tools,ml_knowledge,projects_count,kaggle_participation,has_portfolio,info_sources,has_python,has_sql,has_excel,has_statistics,has_tableau,has_powerbi,has_any_viz_tool,learning_hours_num,apps_count_num,accept_count_num,events_num,region_category,is_cairo,faculty_category,is_related_major,has_ml,projects_num,has_projects,has_kaggle,has_portfolio_flag,has_mentor,tried_mentor,paid_training_flag,cant_afford,no_value,high_interview_readiness,is_government_univ,is_private_univ,is_national_univ,is_diploma,is_graduate,is_senior
2026-03-12 16:02:50.272,معهد,الجيزة,رابعة,حاسبات ومعلومات / علوم الحاسب,Computer Science,أقل من 2,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي",1,نعم,3_1,1,ابدا,واضحة لكن مش عارف أحدد موقفي,1,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق","لا , لا اري قيمة لذلك",لا,تقريبا,منافسة عالية جدًا,الي حد ما,عدم وجود تدريب أو خبرة عملية,1,3,3,1,لم أستخدم أي أداة,نعم,لم أنجز أي مشروع بعد,لا,لا,من كله,False,True,True,False,False,False,False,1,0,0,0,Cairo/Alex,True,Tech/CS,1,True,0.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
2026-03-12 16:36:41.504,حكومية,بني سويف,خامسة,هندسة,Space Navigation ,5–10,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, مسابقات / أنشطة, بناء CV / LinkedIn",5,نعم,4_10,اكثر,نادرا,بتختلف من فرصة للتانية,4,"نقص مهارات تقنية محددة, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا","نعم , مرة واحدة",مرة أو مرتين,تقريبا,عدم الرد تمامًا,جدًا,عدم التخرج,2,2,3,2,"Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,False,True,True,7,0,0,1,Provinces,False,Engineering,0,True,7.0,True,True,True,True,False,True,False,False,True,True,False,False,False,False,True
2026-03-12 18:50:44.417,معهد,الجيزة,رابعة,حاسبات ومعلومات / علوم الحاسب,علوم حاسب,2–5,كورسات أونلاين,3,نعم,3_1,ولا واحدة,نادرا,واضحة لكن مش عارف أحدد موقفي,2,"نقص خبرة عملية مثبتة, منافسة عالية جدًا, شبكة علاقات محدودة","نعم , اكثر من مرة",لا,تقريبا,منافسة عالية جدًا,جدًا,ضعف المهارات التقنية المطلوبة,0,2,2,2,لم أستخدم أي أداة,لا,لم أنجز أي مشروع بعد,لا,نعم,LinkedIn,False,True,True,True,False,False,False,3,0,0,0,Cairo/Alex,True,Tech/CS,1,False,0.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True
2026-03-13 01:58:52.892,حكومية,القاهرة,خريج حديث,علوم,احصا حاسب,2–5,كورسات أونلاين,4,نعم,3_1,1,ابدا,بتختلف من فرصة للتانية,4,نقص مهارات تقنية محددة,"لا , لا اري قيمة لذلك",لا,تقريبا,رفض بدون توضيح سبب,جدًا,قلة المشاريع العملية في السيرة الذاتية,2,2,3,2,Power BI,لا,2 – 3 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,3,0,0,0,Cairo/Alex,True,Science,1,False,2.5,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False
2026-03-13 02:00:40.587,حكومية,الإسكندرية,خريج حديث,علوم,Mathematics ,2–5,مسابقات / أنشطة,5,نعم,4_10,1,احيانا,بتختلف من فرصة للتانية,4,"نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا اري قيمة لذلك",مرة أو مرتين,نعم بدقة,منافسة عالية جدًا,الي حد ما,قلة المشاريع العملية في السيرة الذاتية,1,2,4,2,Power BI,نعم,أكثر من 5 مشاريع,نعم,نعم,LinkedIn,False,True,True,True,False,True,True,3,0,0,1,Cairo/Alex,True,Science,1,True,7.0,True,True,True,True,False,False,False,True,True,True,False,False,False,True,False
2026-03-13 02:02:43.389,حكومية,الدقهلية,تانية,علوم,احصاء وعلوم الحاسب ,2–5,"كورسات أونلاين, مشاريع عملية شخصية, مسابقات / أنشطة, بناء CV / LinkedIn",4,نعم,3_1,3_2,ابدا,بتختلف من فرصة للتانية,3,"ضعف في عرض نفسي, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,رفض بدون توضيح سبب,جدًا,عدم وجود تدريب أو خبرة عملية,3,1,4,4,"Tableau, Power BI, Matplotlib",لا,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,False,True,True,True,True,True,3,0,0,1,Provinces,False,Science,1,False,7.0,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False
2026-03-13 02:17:22.134,اهلية/دولية,بني سويف,تالته,حاسبات ومعلومات / علوم الحاسب,AI and data science ,5–10,مشاريع عملية شخصية,4,نعم,4_10,اكثر,ابدا,واضحة لكن مش عارف أحدد موقفي,4,"نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق","نعم , مرة واحدة",مرة أو مرتين,نعم بدقة,رفض بدون توضيح سبب,جدًا,عدم وجود تدريب أو خبرة عملية,2,2,3,2,Power BI,نعم,4 – 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,7,0,0,1,Provinces,False,Tech/CS,1,True,4.5,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False
2026-03-13 02:21:17.300,حكومية,الإسكندرية,خامسة,هندسة,كمبيوتر,2–5,"كورسات أونلاين, بناء CV / LinkedIn",3,حاولت ولم أنجح,+25,ولا واحدة,احيانا,واضحة جدًا وعارف أقيس نفسي عليها,4,"نقص خبرة عملية مثبتة, منافسة عالية جدًا, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,عدم الرد تمامًا,جدًا,عدم وجود تدريب أو خبرة عملية,2,4,4,3,"Tableau, Power BI",نعم,2 – 3 مشاريع,لا,لا,LinkedIn,True,True,True,True,True,True,True,3,30,0,1,Cairo/Alex,True,Engineering,0,True,2.5,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
2026-03-13 02:22:47.498,حكومية,الإسكندرية,رابعة,علوم,Statistics and computer science ,2–5,"كورسات أونلاين, مشاريع عملية شخصية",3,لا,0,ولا واحدة,ابدا,بتختلف من فرصة للتانية,3,"نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا","لا , لا اري قيمة لذلك",مرة أو مرتين,نعم بدقة,عدم الرد تمامًا,جدًا,عدم وجود تدريب أو خبرة عملية,3,2,2,4,"Power BI, Matplotlib, Seaborn",نعم,2 – 3 مشاريع,لا,لا,LinkedIn,True,True,True,True,False,True,True,3,0,0,1,Cairo/Alex,True,Science,1,True,2.5,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True
2026-03-13 02:23:42.807,حكومية,سوهاج,رابعة,تجارة / إدارة أعمال,English Commerce ,أكثر من 10,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",3,نعم,+25,ولا واحدة,نادرا,غير واضحة ومبهمة,3,"نقص خبرة عملية مثبتة, ضعف في عرض نفسي, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية","لا , لا اري قيمة لذلك",أكثر من 3 مرات,نعم بدقة,عدم الرد تمامًا,جدًا,قلة الثقة في قدراتي,2,2,3,3,"Tableau, Power BI, Matplotlib",لا,أكثر من 5 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,True,True,True,12,30,0,3,Provinces,False,Business,1,False,7.0,True,True,True,True,False,False,False,True,False,True,False,False,False,False,True
2026-03-13 02:23:49.453,حكومية,القليوبية,رابعة,BIS,محاسبة ,5–10,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, مسابقات / أنشطة, بناء CV / LinkedIn",5,نعم,11_25,ولا واحدة,ابدا,بتختلف من فرصة للتانية,3,"منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية, شبكة علاقات محدودة","نعم , اكثر من مرة",لا,تقريبا,منافسة عالية جدًا,الي حد ما,عدم معرفة متطلبات الوظائف في السوق,1,2,4,4,"Tableau, Power BI",لا,4 – 5 مشاريع,نعم,لا,LinkedIn,False,True,True,True,True,True,True,7,0,0,0,Provinces,False,Business/Tech,1,False,4.5,True,True,False,True,False,True,False,False,True,True,False,False,False,False,True
2026-03-13 02:29:39.018,حكومية,الإسكندرية,تالته,حاسبات ومعلومات / علوم الحاسب,حوسبة و علوم بيانات ,أكثر من 10,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, مسابقات / أنشطة, بناء CV / LinkedIn",5,لا,+25,اكثر,احيانا,بتختلف من فرصة للتانية,4,"قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, شبكة علاقات محدودة","لا , لا استطيع تحمل التكلفة",لم تتوفر فرص في منطقتي,نعم بدقة,منافسة عالية جدًا,جدًا,قلة المشاريع العملية في السيرة الذاتية,2,2,3,3,"Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,12,30,0,0,Cairo/Alex,True,Tech/CS,1,True,7.0,True,False,True,False,False,False,True,False,True,True,False,False,False,False,False
2026-03-13 02:29:44.128,حكومية,الدقهلية,تالته,تجارة / إدارة أعمال,ادارة اعمال,2–5,"مشاريع عملية شخصية, بناء CV / LinkedIn",5,نعم,4_10,ولا واحدة,نادرا,واضحة لكن مش عارف أحدد موقفي,3,"نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,عدم الرد تمامًا,جدًا,قادر اقدم ,2,3,4,3,"Tableau, Power BI, Matplotlib, Seaborn",لا,أكثر من 5 مشاريع,لا,نعم,مواقع توظيف,True,True,True,True,True,True,True,3,0,0,1,Provinces,False,Business,0,False,7.0,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False
2026-03-13 03:10:18.776,حكومية,الدقهلية,رابعة,تجارة / إدارة أعمال,Accounting ,5–10,تدريب فعلي,4,نعم,3_1,1,نادرا,واضحة لكن مش عارف أحدد موقفي,3,"نقص مهارات تقنية محددة, نوع الجامعة أو الخلفية الأكاديمية","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,متطلبات كتير ومش واضحة,جدًا,ضعف المهارات التقنية المطلوبة,1,1,2,1,Matplotlib,لا,لم أنجز أي مشروع بعد,لا,نعم,مواقع توظيف,False,False,True,False,False,False,False,7,0,0,1,Provinces,False,Business,0,False,0.0,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True
2026-03-13 03:20:16.003,حكومية,أسيوط,خريج حديث,صيدلة,.,أقل من 2,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",3,لا,4_10,ولا واحدة,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,4,"نقص خبرة عملية مثبتة, ضعف في عرض نفسي, منافسة عالية جدًا, شبكة علاقات محدودة","نعم , اكثر من مرة",لا,نعم بدقة,عدم الرد تمامًا,لا,قلة المشاريع العملية في السيرة الذاتية,2,1,3,3,"Tableau, Power BI",لا,4 – 5 مشاريع,لا,نعم,LinkedIn,True,False,True,True,True,True,True,1,0,0,0,Provinces,False,Other,0,False,4.5,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False
2026-03-13 03:54:04.669,معهد,الدقهلية,تانية,حاسبات ومعلومات / علوم الحاسب,علوم الحاسب,2–5,"كورسات أونلاين, مشاريع عملية شخصية",2,نعم,3_1,ولا واحدة,دائما,واضحة لكن مش عارف أحدد موقفي,2,"نقص مهارات تقنية محددة, ضعف في عرض نفسي, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,رفض بدون توضيح سبب,الي حد ما,قلة الثقة في قدراتي,2,2,2,1,لم أستخدم أي أداة,لا,2 – 3 مشاريع,لا,نعم,LinkedIn,True,True,True,False,False,False,False,3,0,0,1,Provinces,False,Tech/CS,1,False,2.5,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False
2026-03-13 04:06:34.184,اهلية/دولية,بني سويف,رابعة,حاسبات ومعلومات / علوم الحاسب,ذكاء اصطناعي وعلوم بيانات,2–5,"مشاريع عملية شخصية, تدريب فعلي",5,نعم,4_10,1,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,4,"نقص خبرة عملية مثبتة, منافسة عالية جدًا","نعم , مرة واحدة",مرة أو مرتين,نعم بدقة,عدم الرد تمامًا,الي حد ما,قلة الثقة في قدراتي,3,3,2,3,"Tableau, Power BI, Matplotlib, Seaborn",نعم,2 – 3 مشاريع,لا,نعم,LinkedIn,True,True,True,True,True,True,True,3,0,0,1,Provinces,False,Tech/CS,1,True,2.5,True,False,True,True,False,True,False,False,True,False,False,True,False,False,True
2026-03-13 04:46:47.568,حكومية,القليوبية,تالته,حاسبات ومعلومات / علوم الحاسب,Cs,أكثر من 10,مشاريع عملية شخصية,4,نعم,3_1,1,نادرا,واضحة جدًا وعارف أقيس نفسي عليها,4,منافسة عالية جدًا,"نعم , مرة واحدة",لا,لا,منافسة عالية جدًا,الي حد ما,عدم وجود تدريب أو خبرة عملية,2,3,3,2,"Power BI, Matplotlib, Seaborn",لا,4 – 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,12,0,0,0,Provinces,False,Tech/CS,1,False,4.5,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False
2026-03-13 05:00:25.177,اهلية/دولية,أسيوط,تالته,حاسبات ومعلومات / علوم الحاسب,Software engineer ,2–5,"كورسات أونلاين, تدريب فعلي, بناء CV / LinkedIn",4,نعم,4_10,3_2,نادرا,واضحة جدًا وعارف أقيس نفسي عليها,4,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, منافسة عالية جدًا","نعم , اكثر من مرة",مرة أو مرتين,نعم بدقة,عدم الرد تمامًا,جدًا,قلة المشاريع العملية في السيرة الذاتية,3,3,3,2,"Power BI, Matplotlib, Seaborn",نعم,2 – 3 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,3,0,0,1,Provinces,False,Tech/CS,1,True,2.5,True,False,True,True,False,True,False,False,True,False,False,True,False,False,False
2026-03-13 05:14:16.815,حكومية,الدقهلية,خريج حديث,هندسة,Computer and communication engineering ,2–5,تدريب فعلي,4,نعم,+25,3_2,احيانا,بتختلف من فرصة للتانية,3,"نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق, شبكة علاقات محدودة","نعم , مرة واحدة",مرة أو مرتين,تقريبا,رفض بدون توضيح سبب,الي حد ما,قلة المشاريع العملية في السيرة الذاتية,2,3,2,3,"Power BI, Matplotlib",نعم,4 – 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,3,30,0,1,Provinces,False,Engineering,1,True,4.5,True,False,True,True,False,True,False,False,True,True,False,False,False,True,False
2026-03-13 09:27:33.296,خاصة,القاهرة,رابعة,BIS,Ba,2–5,مشاريع عملية شخصية,3,نعم,4_10,3_2,احيانا,بتختلف من فرصة للتانية,4,منافسة عالية جدًا,"نعم , اكثر من مرة",مرة أو مرتين,نعم بدقة,منافسة عالية جدًا,جدًا,Na,3,2,2,2,"Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,3,0,0,1,Cairo/Alex,True,Business/Tech,0,True,7.0,True,False,True,True,False,True,False,False,False,False,True,False,False,False,True
2026-03-13 10:12:13.730,خاصة,بني سويف,تانية,حاسبات ومعلومات / علوم الحاسب,cs,أقل من 2,كورسات أونلاين,5,حاولت ولم أنجح,+25,ولا واحدة,ابدا,واضحة لكن مش عارف أحدد موقفي,3,"نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق, شبكة علاقات محدودة","لا , لا استطيع تحمل التكلفة",مرة أو مرتين,تقريبا,عدم الرد تمامًا,الي حد ما,عدم وجود تدريب أو خبرة عملية,2,2,2,2,"Tableau, Power BI, Matplotlib, Seaborn, لم أستخدم أي أداة",لا,4 – 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,True,True,True,1,30,0,1,Provinces,False,Tech/CS,1,False,4.5,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
2026-03-13 13:02:05.689,حكومية,البحيرة,خريج حديث,علوم,Physics,أكثر من 10,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",4,نعم,0,ولا واحدة,ابدا,بتختلف من فرصة للتانية,4,"نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",لا,نعم بدقة,متطلبات كتير ومش واضحة,جدًا,قلة الثقة في قدراتي,1,2,3,2,Power BI,لا,أكثر من 5 مشاريع,لا,نعم,LinkedIn,False,True,True,True,False,True,True,12,0,0,0,Provinces,False,Science,1,False,7.0,True,False,True,True,False,False,False,True,True,True,False,False,False,True,False
2026-03-13 15:37:14.371,ساعات معتمده(كريديت)في جامعه حكومي,القاهرة,خريج حديث,ذكاء اصطناعي / علوم البيانات,ذكاء اصطناعي ,2–5,كورسات أونلاين,3,لا,11_25,1,ابدا,بتختلف من فرصة للتانية,3,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق","نعم , مرة واحدة",مرة أو مرتين,تقريبا,عدم الرد تمامًا,جدًا,عدم وجود تدريب أو خبرة عملية,2,2,2,2,"Matplotlib, Seaborn",نعم,مشروع واحد,لا,لا,LinkedIn,True,True,True,True,False,False,False,3,0,0,1,Cairo/Alex,True,Tech/CS,1,True,1.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2026-03-13 16:12:27.586,خاصة,القاهرة,رابعة,حاسبات ومعلومات / علوم الحاسب,Computer science ,5–10,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, مسابقات / أنشطة",5,نعم,+25,ولا واحدة,نادرا,واضحة لكن مش عارف أحدد موقفي,4,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا استطيع تحمل التكلفة",مرة أو مرتين,نعم بدقة,متطلبات كتير ومش واضحة,جدًا,عدم وجود تدريب أو خبرة عملية,2,2,3,3,Power BI,لا,أكثر من 5 مشاريع,نعم,نعم,LinkedIn,True,True,True,True,False,True,True,7,30,0,1,Cairo/Alex,True,Tech/CS,1,False,7.0,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True
2026-03-13 16:13:56.301,خاصة,الجيزة,تالته,حاسبات ومعلومات / علوم الحاسب,ai,2–5,"كورسات أونلاين, مشاريع عملية شخصية, بناء CV / LinkedIn",4,نعم,0,ولا واحدة,ابدا,واضحة لكن مش عارف أحدد موقفي,3,"نقص مهارات تقنية محددة, قلة توجيه أو عدم وضوح متطلبات السوق, شبكة علاقات محدودة","نعم , اكثر من مرة",لا,تقريبا,متطلبات كتير ومش واضحة,جدًا,قلة المشاريع العملية في السيرة الذاتية,2,2,2,3,Power BI,لا,2 – 3 مشاريع,لا,لا,LinkedIn,True,True,True,True,False,True,True,3,0,0,0,Cairo/Alex,True,Tech/CS,1,False,2.5,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False
2026-03-13 16:20:02.093,حكومية,الإسكندرية,تانية,تجارة / إدارة أعمال,Not selected yet ,2–5,"كورسات أونلاين, بناء CV / LinkedIn",3,نعم,4_10,ولا واحدة,نادرا,واضحة جدًا وعارف أقيس نفسي عليها,2,"نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا اري قيمة لذلك",أكثر من 3 مرات,تقريبا,رفض بدون توضيح سبب,جدًا,قلة الثقة في قدراتي,1,3,4,2,Power BI,لا,2 – 3 مشاريع,لا,نعم,مواقع توظيف,False,True,True,True,False,True,True,3,0,0,3,Cairo/Alex,True,Business,0,False,2.5,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False
2026-03-13 16:24:16.165,حكومية,سوهاج,تالته,حاسبات ومعلومات / علوم الحاسب,نظم المعلومات,5–10,"كورسات أونلاين, مشاريع عملية شخصية",3,نعم,3_1,3_2,احيانا,بتختلف من فرصة للتانية,4,"نقص خبرة عملية مثبتة, منافسة عالية جدًا, شبكة علاقات محدودة","نعم , مرة واحدة",مرة أو مرتين,تقريبا,منافسة عالية جدًا,الي حد ما,عدم وجود تدريب أو خبرة عملية,2,3,3,2,Power BI,لا,2 – 3 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,7,0,0,1,Provinces,False,Tech/CS,1,False,2.5,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False
2026-03-13 17:02:17.309,حكومية,المنوفية,تالته,BIS,Accounting,أكثر من 10,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",4,نعم,3_1,3_2,نادرا,واضحة لكن مش عارف أحدد موقفي,3,"نقص خبرة عملية مثبتة, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",لا,نعم بدقة,منافسة عالية جدًا,جدًا,عدم وجود خبره عملية,2,3,4,3,"Tableau, Power BI, Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,True,True,True,12,0,0,0,Provinces,False,Business/Tech,0,True,7.0,True,False,True,True,False,False,False,True,True,True,False,False,False,False,False
2026-03-13 17:08:28.305,اهلية/دولية,القاهرة,تانية,هندسة,كهرباء,أقل من 2,"مشاريع عملية شخصية, مسابقات / أنشطة",4,نعم,11_25,3_2,ابدا,غير واضحة ومبهمة,3,"نقص خبرة عملية مثبتة, ضعف في عرض نفسي, قلة توجيه أو عدم وضوح متطلبات السوق, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",أكثر من 3 مرات,تقريبا,رفض بدون توضيح سبب,الي حد ما,عدم معرفة متطلبات الوظائف في السوق,1,0,3,3,لم أستخدم أي أداة,نعم,لم أنجز أي مشروع بعد,لا,لا,LinkedIn,False,False,True,True,False,False,False,1,0,0,3,Cairo/Alex,True,Engineering,0,True,0.0,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False
2026-03-13 17:37:32.049,خاصة,الدقهلية,خريج حديث,حاسبات ومعلومات / علوم الحاسب,cs,5–10,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",3,نعم,4_10,ولا واحدة,ابدا,واضحة جدًا وعارف أقيس نفسي عليها,3,نقص خبرة عملية مثبتة,"لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,عدم الرد تمامًا,جدًا,عدم وجود تدريب أو خبرة عملية,2,2,3,3,Power BI,نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,7,0,0,1,Provinces,False,Tech/CS,1,True,7.0,True,False,True,True,False,False,False,True,False,False,True,False,False,True,False
2026-03-13 17:47:50.329,خاصة,القاهرة,رابعة,تجارة / إدارة أعمال,Advertising and digital marketing ,أقل من 2,تدريب فعلي,3,نعم,4_10,3_2,ابدا,بتختلف من فرصة للتانية,3,"نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق, منافسة عالية جدًا, نوع الجامعة أو الخلفية الأكاديمية, شبكة علاقات محدودة","لا , لا اري قيمة لذلك",لا,نعم بدقة,منافسة عالية جدًا,جدًا,عدم وجود تدريب أو خبرة عملية,0,0,2,2,لم أستخدم أي أداة,نعم,لم أنجز أي مشروع بعد,لا,لا,LinkedIn,False,False,True,True,False,False,False,1,0,0,0,Cairo/Alex,True,Business,1,True,0.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2026-03-13 17:57:40.549,حكومية,القاهرة,خريج حديث,تجارة / إدارة أعمال,MIS,2–5,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",3,نعم,+25,اكثر,احيانا,بتختلف من فرصة للتانية,4,"نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا اري قيمة لذلك",مرة أو مرتين,نعم بدقة,عملية تقديم معقدة,جدًا,عدم وجود تدريب أو خبرة عملية,3,3,3,2,"Tableau, Power BI, Matplotlib, Seaborn",نعم,4 – 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,True,True,True,3,30,0,1,Cairo/Alex,True,Business,1,True,4.5,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
2026-03-13 18:10:38.839,حكومية,القاهرة,تالته,BIS,Bis,أقل من 2,كورسات أونلاين,4,لا,3_1,1,ابدا,واضحة لكن مش عارف أحدد موقفي,4,"نقص خبرة عملية مثبتة, منافسة عالية جدًا","لا , لا اري قيمة لذلك",لا,نعم بدقة,منافسة عالية جدًا,الي حد ما,قلة المشاريع العملية في السيرة الذاتية,3,1,3,3,"Tableau, Power BI, Matplotlib, Seaborn",لا,2 – 3 مشاريع,لا,نعم,جروبات فيسبوك,True,False,True,True,True,True,True,1,0,0,0,Cairo/Alex,True,Business/Tech,1,False,2.5,True,False,True,False,False,False,False,True,True,True,False,False,False,False,False
2026-03-13 18:16:56.457,حكومية,الغربية,تانية,BIS,BIS,5–10,"كورسات أونلاين, تدريب فعلي, مسابقات / أنشطة, بناء CV / LinkedIn",3,حاولت ولم أنجح,3_1,1,ابدا,واضحة لكن مش عارف أحدد موقفي,3,منافسة عالية جدًا,"لا , لا اري قيمة لذلك",أكثر من 3 مرات,تقريبا,عدم الرد تمامًا,الي حد ما,عدم معرفة متطلبات الوظائف في السوق,1,1,1,2,Power BI,لا,2 – 3 مشاريع,لا,نعم,أصدقاء/معارف,False,False,False,True,False,True,True,7,0,0,3,Provinces,False,Business/Tech,1,False,2.5,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False
2026-03-13 19:26:21.727,اهلية/دولية,أسيوط,تالته,حاسبات ومعلومات / علوم الحاسب,علوم حاسب ,2–5,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",5,لا,3_1,ولا واحدة,ابدا,واضحة لكن مش عارف أحدد موقفي,3,منافسة عالية جدًا,"نعم , اكثر من مرة",مرة أو مرتين,تقريبا,عدم الرد تمامًا,جدًا,عدم وجود تدريب أو خبرة عملية,4,3,3,4,"Matplotlib, Seaborn",نعم,أكثر من 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,False,False,3,0,0,1,Provinces,False,Tech/CS,1,True,7.0,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False
2026-03-13 19:46:26.547,اهلية/دولية,القاهرة,تالته,BIS,Business intelligence and analytic system ,أقل من 2,"كورسات أونلاين, مشاريع عملية شخصية, تدريب فعلي, بناء CV / LinkedIn",3,نعم,4_10,1,نادرا,واضحة لكن مش عارف أحدد موقفي,3,"نقص مهارات تقنية محددة, نقص خبرة عملية مثبتة, قلة توجيه أو عدم وضوح متطلبات السوق","لا , لا اري قيمة لذلك",مرة أو مرتين,تقريبا,متطلبات كتير ومش واضحة,جدًا,ضعف المهارات التقنية المطلوبة,2,2,2,3,"Power BI, Matplotlib, Seaborn",نعم,4 – 5 مشاريع,لا,نعم,LinkedIn,True,True,True,True,False,True,True,1,0,0,1,Cairo/Alex,True,Business/Tech,0,True,4.5,True,False,True,True,False,False,False,True,False,False,False,True,False,False,False
